CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
593,Managing Machine Learning Projects,Duke University,135,4.8,Beginner level,
438,Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,15932,4.7,Beginner level,"Identify the data-to-AI lifecycle on Google Cloud and the major products of big data and machine learning.
Design streaming pipelines with Dataflow and Pub/Sub and dDesign streaming pipelines with Dataflow and Pub/Sub.
Identify different options to build machine learning solutions on Google Cloud.
Describe a machine learning workflow and the key steps with Vertex AI and build a machine learning pipeline using AutoML.
"
320,Deploy and Maintain Power BI Assets and Capstone project,Microsoft,68,4.3,Beginner level,"How to create and publish an app in Power BI.
How to implement dynamic reports in Power BI. 
How to implement security measures and alerting in a Power BI report or dashboard.
"
80,Assessment for Data Analysis and Visualization Foundations,IBM,197,4.6,Beginner level,"Demonstrate readiness for performing foundational data analysis and data visualization tasks and key steps in the Data Analytics process.
Differentiate between the roles different data professionals play in a modern data ecosystem.
Perform basic Excel tasks for Data Analysis including data quality and data preparation skills.
Exhibit abilities in visualizing data using Excel and proficiency in creating dashboards using Excel and Cognos Analytics.
"
799,Supervised Machine Learning: Regression,IBM,518,4.7,Intermediate level,
540,Learn SQL Basics for Data Science Specialization,"University of California, Davis",9914,4.5,Beginner level,"Use SQL commands to filter, sort, & summarize data; manipulate strings, dates, & numerical data from different sources for analysis
Assess and create datasets to solve your business questions and problems using SQL
Use the collaborative Databricks workspace and create an end-to-end pipeline that reads data, transforms it, and saves the result
Develop a project proposal & select your data, perform statistical analysis & develop metrics, and present your findings & make recommendations
"
532,"Introduction to Trading, Machine Learning & GCP",Google Cloud,812,4.0,Intermediate level,"Understand the fundamentals of trading, including the concepts of trend, returns, stop-loss, and volatility.
Define quantitative trading and the main types of quantitative trading strategies.
Understand the basic steps in exchange arbitrage, statistical arbitrage, and index arbitrage.
Understand the application of machine learning to financial use cases.
"
428,Getting Started with SAS Programming,SAS,2980,4.8,Beginner level,
697,Problem Solving with Excel,PwC,5264,4.7,Beginner level,
742,SAS Advanced Programmer Professional Certificate,SAS,304,4.8,Intermediate level,"Process data using Structured Query Language in the SAS environment    
Use the SAS macro facility to design, write, and debug dynamic macro programs  
Use advanced DATA step techniques and procedures to manipulate data    
"
325,Design of Experiments Specialization,Arizona State University,274,4.7,Beginner level,"Plan, design and conduct experiments efficiently and effectively, and analyze the resulting data to obtain valid objective conclusions.
Use response surface methods for system optimization as a follow-up to successful screening.
Use experimental design tools for computer experiments, both deterministic and stochastic computer models.
Use software tools to create custom designs based on optimal design methodology for situations where standard designs are not easily applicable.
"
756,Sample-based Learning Methods,University of Alberta,1216,4.8,Intermediate level,
21,AI for Medical Prognosis,DeepLearning.AI,757,4.7,Intermediate level,"Walk through examples of prognostic tasks
Apply tree-based models to estimate patient survival rates
Navigate practical challenges in medicine like missing data  
"
74,Apply Generative Adversarial Networks (GANs),DeepLearning.AI,507,4.8,Intermediate level,
832,Tools for Data Science,IBM,28241,4.5,Beginner level,"Describe the Data Scientist’s tool kit which includes: Libraries & Packages, Data sets, Machine learning models, and Big Data tools   
Utilize languages commonly used by data scientists like Python, R, and SQL   
Demonstrate working knowledge of tools such as Jupyter notebooks and RStudio and utilize their various features    
Create and manage source code for data science using Git repositories and GitHub.   
"
826,The Structured Query Language (SQL),University of Colorado Boulder,605,4.7,Beginner level,"The origins and historical basis for SQL
Standard SQL  use and syntax
How to code SQL queries in order to analyze data stored in relational databases 
"
143,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,13685,4.7,Beginner level,"Make use of unicode characters and strings
Understand the basics of building a search engine
Select and process the data of your choice
Create email data visualizations
"
491,Introduction to Business Analytics,Tableau Learning Partner,161,4.7,Beginner level,"Demonstrate a foundational knowledge of the business analyst role.
Explain the foundational project management topics and skills used by a BI analyst.
Describe data literacy and its importance for a BI analyst.
"
94,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",3127,4.6,Intermediate level,"Describe & apply the Bayesian approach to statistics.
Explain the key differences between Bayesian and Frequentist approaches.
Master the basics of the R computing environment.
"
5,AI Capstone Project with Deep Learning,IBM,515,4.5,Advanced level,"Build a deep learning model to solve a real problem.
Execute the process of creating a deep learning pipeline.
Apply knowledge of deep learning to improve models using real data.
Demonstrate ability to present and communicate outcomes of deep learning projects.
"
396,Fundamentals of Visualization with Tableau,"University of California, Davis",6508,4.5,Beginner level," Install Tableau Public Software and create a visualization
 Examine and navigate the Tableau Public workspace
 Practice and connect to different data sources
 Examine ways to define your project
"
89,Basic Statistics,University of Amsterdam,4369,4.6,Beginner level,
739,Rust Fundamentals,Duke University,48,4.3,Beginner level,"Apply Rust's core concepts like ownership, borrowing, and lifetimes to write efficient, reliable, and safe code. 
Use Rust's advanced features like enums, structs, traits, and generics to build robust applications. 
Develop, document, test and debug Rust projects using Cargo, Rust Analyzer, and other tools in the Rust ecosystem. 
"
6,AI For Medical Treatment,DeepLearning.AI,505,4.7,Intermediate level,"Estimate treatment effects using data from randomized control trials
Explore methods to interpret diagnostic and prognostic models
Apply natural language processing to extract information from unstructured medical data
"
256,Data Science at Scale Specialization,University of Washington,538,4.1,Intermediate level,
576,Machine Learning for Supply Chains Specialization,LearnQuest,47,3.7,Intermediate level,
798,Supervised Machine Learning: Classification,IBM,311,4.8,Intermediate level,
54,Analytics for Decision Making Specialization,University of Minnesota,125,4.8,Beginner level,
451,Human Factors in AI,Duke University,70,4.7,Beginner level,"Identify and mitigate privacy and ethical risks in AI projects
Apply human-centered design practices to design successful AI product experiences
Build AI systems that augment human intelligence and inspire model trust in users
"
530,Introduction to Tableau,Tableau Learning Partner,98,4.8,Beginner level,"Describe the value of data visualizations in the field of business analytics.
How to preprocess data using Tableau Public
How to combine data from multiple tables found within the same data source as well as other data sources in Tableau Public.
"
426,Getting Started with R,Coursera Project Network,342,4.3,Beginner level,"Understand the basics of the R language
Work with the R data types and structures
"
724,Recommender Systems Specialization,University of Minnesota,697,4.4,Intermediate level,"Build recommendation systems
Implement collaborative filtering
Master spreadsheet based tools
Use project-association recommenders
"
192,Custom and Distributed Training with TensorFlow,DeepLearning.AI,384,4.8,Intermediate level,
291,"Data Wrangling, Analysis and AB Testing with SQL","University of California, Davis",927,3.3,Intermediate level,"Validate and clean a dataset
Assess and create datasets to answer your questions
Solve problems using SQL
Build a simple testing framework to touch on AB Testing
"
619,Microsoft Azure for Data Engineering,Microsoft,549,4.5,Intermediate level,"You will learn the various data platform technologies available, and how to take advantage of this technology to an organizations benefit.
Choose Microsoft Azure data technologies that meet different business needs and scale to meet demands securely
Describe common data engineering practices 
Explain the differences between on-premises and cloud data solutions 
"
607,Mathematics for Machine Learning: PCA,Imperial College London,3050,4.0,Intermediate level,"Implement mathematical concepts using real-world data
Derive PCA from a projection perspective
Understand how orthogonal projections work
Master PCA
"
23,AI for Scientific Research Specialization,LearnQuest,48,3.2,Beginner level,"How to use AI in scientific situations to discover trends and patterns within datasets
The complete machine learning process
Use artificial intelligence to predict sequences in datasets
"
212,Data Analysis with R,IBM,266,4.7,Intermediate level,"Prepare data for analysis by handling missing values, formatting and normalizing data, binning, and turning categorical values into numeric values.
Compare and contrast predictive models using simple linear, multiple linear, and polynomial regression methods.
Examine data using descriptive statistics, data grouping, analysis of variance (ANOVA), and correlation statistics.
Evaluate a model for overfitting and underfitting conditions and tune its performance using regularization and grid search.
"
581,Machine Learning with Apache Spark,IBM,55,4.6,Intermediate level,"Describe ML, explain its role in data engineering, summarize generative AI, discuss Spark's uses, and analyze ML pipelines and model persistence. 
Evaluate ML models, distinguish between regression, classification, and clustering models, and compare data engineering pipelines with ML pipelines. 
Construct the data analysis processes using Spark SQL, and perform regression, classification, and clustering using SparkML. 
Demonstrate connecting to Spark clusters, build ML pipelines, perform feature extraction and transformation, and model persistence. 
"
17,AI and Disaster Management,DeepLearning.AI,43,4.8,Beginner level,
32,Accounting Data Analytics Specialization,University of Illinois at Urbana-Champaign,164,4.6,Intermediate level,
855,Using Data Analytics in Supply Chain,Unilever,0,0.0,Beginner level,
61,Analyzing and Visualizing Data in Looker,Google Cloud,318,4.7,Beginner level,"Use dimensions, measures, filters, and pivots to analyze and visualize data
Create advanced metrics instantaneously with table calculations
Create visualizations using Looks and dashboards
Share Looker content with others
"
52,Algorithms for DNA Sequencing,Johns Hopkins University,877,4.7,,
47,Advanced Machine Learning and Signal Processing,IBM,1227,4.5,Advanced level,
145,CertNexus Certified Artificial Intelligence Practitioner Professional Certificate,CertNexus,47,4.3,Intermediate level,"Learn about the business problems that AI/ML can solve as well as the specific AI/ML technologies that can solve them.  
Learn important tasks that make up the workflow, including data analysis and model training and about how machine learning tasks can be automated. 
Use ML algorithms to solve the two most common supervised problems regression and classification, and a common unsupervised problem: clustering.
Explore advanced algorithms used in both machine learning and deep learning. Build multiple models to solve business problems within a workflow.
"
473,Informed Clinical Decision Making using Deep Learning Specialization,University of Glasgow,18,4.7,Intermediate level,"Extract and preprocess data from complex clinical databases
Apply deep learning in Electronic Health Records
Imputation of Electronic Health Records and data encodings
Explainable, fair and privacy-preserved Clinical Decision Support Systems
"
235,Data Mining Foundations and Practice Specialization,University of Colorado Boulder,28,3.8,Intermediate level,"Data mining pipeline: data understanding, preprocessing, warehousing
Data mining methods: frequent patterns, classification, clustering, outliers 
Data mining project: project formulation, design, implementation, reporting 
"
62,Apache Spark (TM) SQL for Data Analysts,Databricks,492,4.5,Intermediate level,"Ingest, transform, and query data to extract valuable insights.
Leverage existing SQL skills to start working with Apache Spark. 
"
508,Introduction to Designing Data Lakes on AWS,Amazon Web Services,220,4.7,Intermediate level,"Where to start with a Data Lake?
How to build a secure and scalable Data Lake?
What are the common components of a Data Lake?
Why do you need a Data Lake and what it's value?
"
64,Applied AI with DeepLearning,IBM,1109,4.4,Advanced level,
213,Data Analysis with R Programming,Google,9556,4.8,Beginner level,"Describe the R programming language and its programming environment.
Explain the fundamental concepts associated with programming in R including functions, variables, data types, pipes, and vectors.
Describe the options for generating visualizations in R.
Demonstrate an understanding of the basic formatting in R Markdown to create structure and emphasize content.
"
514,Introduction to Microsoft Excel,Coursera Project Network,24,4.6,Beginner level,"Entering simple data in Microsoft Excel.
Change the layout of data entered in Microsoft Excel.
"
127,Business Analysis Process,Tableau Learning Partner,58,4.7,Beginner level,"Demonstrate an in-depth knowledge of the business analysis process.
Create a business requirements document that conforms to industry best practices.
Create a visual model of a business process.
"
693,Probabilistic Graphical Models 2: Inference,Stanford University,482,4.6,Advanced level,
178,Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera Project Network,15,4.8,Beginner level,"Master research techniques with ChatGPT to speed up audience insight gathering process and product USP generation
Develop compelling headlines and body copy using iterative refinement techniques
Optimize the AI-generated copy to ensure authenticity, making it resonate with human readers while effectively bypassing AI detection tools
"
154,Classification of COVID19 using Chest X-ray Images in Keras,Coursera Project Network,33,4.6,Intermediate level,"Learn to Build and Train the Convolutional Neural Network using Keras with Tensorflow as Backend
Learn to Visualize Data in Matplotlib
Learn to make use of the Trained Model to Predict on a New Set of Data
"
304,Deep Learning and Reinforcement Learning,IBM,180,4.6,Intermediate level,
239,Data Mining Specialization,University of Illinois at Urbana-Champaign,1961,4.5,Intermediate level,
674,Prediction and Control with Function Approximation,University of Alberta,808,4.8,Intermediate level,
548,Linear Regression and Modeling,Duke University,1686,4.8,Beginner level,
415,Generative Deep Learning with TensorFlow,DeepLearning.AI,251,4.9,Intermediate level,
472,Inferential Statistics,Duke University,2624,4.8,Beginner level,
603,Mastering Software Development in R Specialization,Johns Hopkins University,1258,4.2,Beginner level,"Build R packages
Custom data visualization and graphics
Data manipulation and wrangling
Produce and scale data science products
"
538,Launching into Machine Learning,Google Cloud,4273,4.6,Beginner level,"Describe how to improve data quality and perform exploratory data analysis
Build and train AutoML Models using Vertex AI and BigQuery ML
Optimize and evaluate models using loss functions and performance metrics
Create repeatable and scalable training, evaluation, and test datasets
"
346,Exam Prep DAS-C01: AWS Certified Data Analytics Specialty Specialization,Whizlabs,9,4.6,Beginner level,"Gain Skills to understand the fundamentals of  Data Analytics.
Learn working with various AWS Services necessary for Data Analytics 
"
498,Introduction to Data Analysis Using Excel,Rice University,10166,4.7,,
1,A Complete Reinforcement Learning System (Capstone),University of Alberta,620,4.7,Intermediate level,
780,Specialized Models: Time Series and Survival Analysis,IBM,123,4.5,Intermediate level,
134,Business Metrics for Data-Driven Companies,Duke University,8345,4.6,,
284,Data Visualization with Tableau,Tableau Learning Partner,47,4.8,Beginner level,"Identify the value and structure of Tableau Public as it applies to data visualization in the industry of business analytics.  
 Build interactive tables by connecting, preparing, and customizing data in Tableau Public.
 Create data visualizations to communicate analytic insights to the intended audience, such as business stakeholders.
"
849,Unsupervised Machine Learning,IBM,231,4.7,Intermediate level,
858,Using Machine Learning in Trading and Finance,New York Institute of Finance,344,3.9,Intermediate level,"Design basic quantitative trading strategies 
Use Keras and Tensorflow to build machine learning models
Build a pair trading strategy prediction model and back test it.
Build a momentum-based trading model and back test it.
"
384,"Foundations of Sports Analytics: Data, Representation, and Models in Sports",University of Michigan,163,4.4,Intermediate level,"Use Python to analyze team performance in sports.
Become a producer of sports analytics rather than a consumer.
"
128,Business Analytics Capstone,University of Pennsylvania,738,4.5,Intermediate level,
69,Applied Data Science with R Specialization,IBM,131,4.5,Beginner level,"Perform basic R programming tasks like working with data structures, data manipulation, using APIs, webscraping, and using R Studio and Jupyter.
Create relational databases and tables, load them with data from CSV files, and query data using SQL and R using JupyterLab.
Complete the data analysis process, including data preparation,
statistical analysis, and predictive modeling.
Communicate data analysis findings with data visualization charts, plots, and dashboards using libraries such as ggplot, leaflet and R Shiny.
"
150,ChatGPT for Beginners: Using AI for Market Research,Coursera Project Network,0,0.0,Beginner level,"Practice how to use ChatGPT platform & its core features.
Design surveys & polls, transcribe them into multiple languages
Generate Blog Post
"
147,CertNexus Certified Ethical Emerging Technologist Professional Certificate,CertNexus,387,4.7,Beginner level,"Apply ethical principles, frameworks, regulations, and standards utilized in data-driven technologies and analyze the challenges that may compromise their implementation.
Detect and mitigate ethical risks in the design, development, and deployment of data-driven technologies.
Communicate effectively with diverse stakeholders about ethical safeguards, ethical risks, and mitigation strategies.
Create, implement, and evaluate the organizational policies and governance structure required for ethical data-driven technologies.
"
283,Data Visualization with R,IBM,205,4.6,Beginner level,"Create bar charts, histograms, pie charts, scatter plots, line graphs, box plots, and maps using R and related packages. 
Design customized charts and plots using annotations, axis titles, text labels, themes, and faceting. 
Create maps using the Leaflet package for R. 
Create interactive dashboards using the Shiny package for R. 
"
335,Distributed Computing with Spark SQL,"University of California, Davis",661,4.5,Intermediate level,"Use the collaborative Databricks workspace to write scalable Spark SQL code that executes against a cluster of machines
Inspect the Spark UI to analyze query performance and identify bottlenecks
Create an end-to-end pipeline that reads data, transforms it, and saves the result
Build a medallion (bronze, silver, gold) lakehouse architecture with Delta Lake to ensure the reliability, scalability, and performance of your data
"
336,Distributed Programming in SAS® Viya® for Data Analysts Specialization,SAS,10,4.9,Beginner level,
264,Data Storage in Microsoft Azure,Microsoft,163,4.3,Intermediate level,"You will learn the basics of storage management in Azure, how to create a Storage Account, and how to choose the right model for your data.
Design and implement data storage and data security
Design and develop data processing
Monitor and optimize data storage and data processing
"
68,Applied Data Science with Python Specialization,University of Michigan,25937,4.5,Intermediate level,"Conduct an inferential statistical analysis
Discern whether a data visualization is good or bad
Enhance a data analysis with applied machine learning
Analyze the connectivity of a social network
"
790,Statistics for Data Science with Python,IBM,366,4.5,,"Write Python code to conduct various statistical tests including a T test, an ANOVA, and regression analysis. 
Interpret the results of your statistical analysis after conducting hypothesis testing. 
Calculate descriptive statistics and visualization by writing Python code. 
Create a final project that demonstrates your understanding of various statistical test using Python and evaluate your peer's projects. 
"
504,"Introduction to Data, Signal, and Image Analysis with MATLAB",Vanderbilt University,192,4.7,Intermediate level,"Learners will understand how signals, images, and data are represented and manipulated in MATLAB 
Learners will gain experience with methods for data visualization, including high dimensional datasets in MATLAB
Learners will apply machine learning methods for data classification and prediction in MATLAB
Learners will learn essential signal frequency analysis and image processing methods in MATLAB
"
618,Microsoft Azure Machine Learning for Data Scientists,Microsoft,104,4.4,Intermediate level,"Identify different kinds of machine learning models 
How to use the automated machine learning capability of Azure Machine Learning to train and deploy a predictive model
Create regression, classification, and clustering models using Azure Machine Learning designer
Use Azure Machine Learning to create and publish models without writing code
"
409,Generative AI: Enhance your Data Analytics Career,IBM,14,4.6,Intermediate level,"Describe how you can use Generative AI tools and techniques in the context of data analytics across industries
Implement various data analytic processes such as data preparation, analysis, visualization and storytelling using Generative AI tools
Evaluate real-world case studies showcasing the successful application of Generative AI in deriving meaningful insights 
 Analyze the ethical considerations and challenges associated with using Generative AI in data analytics
"
567,Machine Learning Foundations: A Case Study Approach,University of Washington,13375,4.6,,
41,Advanced Data Visualization with Tableau,Tableau Learning Partner,22,4.9,Beginner level,"Create advanced data visualizations to communicate analytic insights, such as dual-axis charts, bar-in-bar charts, small multiples, and more.
Create and customize spatial analytics data visualizations to communicate insights, such as maps, geocoding, lasso and radial selection, and more. 
 Add complexity to the visualizations produced in your analysis by incorporating motion and multi layers. 
"
337,Doing More with SAS Programming,SAS,918,4.8,Intermediate level,
471,Inferential Statistical Analysis with Python,University of Michigan,881,4.6,Intermediate level,"Determine assumptions needed to calculate confidence intervals for their respective population parameters.
Create confidence intervals in Python and interpret the results.
Review how inferential procedures are applied and interpreted step by step when analyzing real data.
Run hypothesis tests in Python and interpret the results.
"
96,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",471,4.8,Intermediate level,"Efficiently and effectively communicate the results of data analysis.
Use statistical modeling results to draw scientific conclusions.
Extend basic statistical models to account for correlated observations using hierarchical models.
"
699,Production Machine Learning Systems,Google Cloud,969,4.6,Advanced level,"Compare static versus dynamic training and inference
Manage model dependencies
Set up distributed training for fault tolerance, replication, and more
Export models for portability
"
268,Data Visualization,University of Illinois at Urbana-Champaign,1363,4.5,,
71,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,6220,4.5,Intermediate level,"Describe what makes a good or bad visualization
Understand best practices for creating basic charts
Identify the functions that are best for particular problems
Create a visualization using matplotlb
"
443,Guided Tour of Machine Learning in Finance,New York University,667,3.8,Intermediate level,
694,Probabilistic Graphical Models 3: Learning,Stanford University,298,4.6,Advanced level,
430,Getting and Cleaning Data,Johns Hopkins University,8048,4.5,,"Understand common data storage systems
Apply data cleaning basics to make data ""tidy""
Use R for text and date manipulation
Obtain usable data from the web, APIs, and databases
"
671,Predicting Credit Card Fraud with R,University of North Texas,31,4.4,Intermediate level,"Use R to identify fraudulent credit card transactions with a variety of classification methods. 
Create, train, and evaluate decision tree, naïve Bayes, and Linear discriminant analysis classification models using R
Generate synthetic samples to improve the performance of your models.
"
411,"Generative AI: Impact, Considerations, and Ethical Issues",IBM,39,4.7,Beginner level,"Describe the limitations of generative AI and the related concerns. 
Identify the ethical issues, concerns, and misuses associated with generative AI.
Explain the considerations for the responsible use of generative AI. 
Discuss the economic and social impact of generative AI.
"
418,Geospatial Analysis with ArcGIS,"University of California, Davis",26,4.4,Intermediate level,
429,Getting Started with SAS Visual Analytics,SAS,845,4.7,Beginner level,
244,Data Science Coding Challenge: Loan Default Prediction,Coursera Project Network,0,0.0,Intermediate level,"Load, clean, analyze, process, and visualize data using Python and Jupyter Notebooks
Produce an end-to-end machine learning prediction model using Python and Jupyter Notebooks
"
711,Python and Pandas for Data Engineering,Duke University,184,4.6,Beginner level,"Setup a provisioned Python project environment
Use Pandas libraries to read and write data into data structures and files
Employ Vim and Visual Studio Code to write Python code
"
227,Data Integration with Microsoft Azure Data Factory,Microsoft,136,3.9,Intermediate level,"How to create and manage data pipelines in the cloud 
How to integrate data at scale with Azure Synapse Pipeline and Azure Data Factory
"
472,Inferential Statistics,University of Amsterdam,579,4.3,,
73,Applied Text Mining in Python,University of Michigan,3787,4.2,Intermediate level,"Understand how text is handled in Python
Apply basic natural language processing methods
Write code that groups documents by topic
Describe the nltk framework for manipulating text
"
305,Deep Learning for Computer Vision Specialization,MathWorks,0,0.0,Beginner level,"Apply the full deep learning workflow to real-world projects like detecting parking signs
Retrain common classification and detection models like ResNet and YOLO
Train and calibrate specialized models known as anomaly detectors
Generate synthetic training images and use AI-assisted auto-labeling to save time and money
"
349,Experimental Design Basics,Arizona State University,252,4.7,Intermediate level,"By the end of this course, you will be able to:
Approach complex industrial and business research problems and address them through a rigorous, statistically sound experimental strategy
Use modern software to effectively plan experiments
Analyze the resulting data of an experiment, and communicate the results effectively to decision-makers.
"
376,Fitting Statistical Models to Data with Python,University of Michigan,673,4.4,Intermediate level,"Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data.
Connect research questions with data analysis methods, emphasizing objectives, relationships between variables, and making predictions.
Explore various statistical modeling techniques like linear regression, logistic regression, and Bayesian inference using real data sets.
Work through hands-on case studies in Python with libraries like Statsmodels, Pandas, and Seaborn in the Jupyter Notebook environment.
"
617,Microsoft Azure Machine Learning,Microsoft,171,4.4,Beginner level,"How to describe capabilities of no-code machine learning with Azure Machine Learning Studio
How to identify core tasks in creating a machine learning solution
How to describe core machine learning concepts
How to identify common machine learning types
"
816,Text Mining and Analytics,University of Illinois at Urbana-Champaign,722,4.5,,
811,TensorFlow on Google Cloud,Google Cloud,2745,4.4,Intermediate level,"Create TensorFlow and Keras machine learning models and describe their key components.
Use the tf.data library to manipulate data and large datasets.
Use the Keras Sequential and Functional APIs for simple and advanced model creation.
Train, deploy, and productionalize ML models at scale with Vertex AI.
"
505,Introduction to Deep Learning,University of Colorado Boulder,23,3.6,Intermediate level,"Apply different optimization methods while training and explain different behavior.
Use cloud tools and deep learning libraries to implement CNN architecture and train for image classification tasks.
Apply deep learning package to sequential data, build models, train, and tune.
"
407,Generative AI: Business Transformation and Career Growth,IBM,25,4.7,Beginner level,"Explain the transformative impact of generative AI on the business and industry landscape. 
Explore potential career opportunities in generative AI.
Analyze how generative AI can enhance existing careers in diverse fields.
Apply generative AI to boost your productivity at work.
"
353,Exploratory Data Analysis,Johns Hopkins University,6056,4.7,,"Understand analytic graphics and the base plotting system in R
Use advanced graphing systems such as the Lattice system
Make graphical displays of very high dimensional data
Apply cluster analysis techniques to locate patterns in data
"
624,Modern Regression Analysis in R,University of Colorado Boulder,24,4.5,Intermediate level,"Articulate some recommended practices for ethical behavior and communication in statistics and data science.
Interpret important components of the MLR model, including the “systematic” and “random” components of the model.
Describe and implement testing-based procedures for model selections and select a “best” model based on a given procedure.
"
707,Python Essentials for MLOps,Duke University,117,4.2,Intermediate level,"Work with logic in Python, assigning variables and using different data structures.
Write, run and debug tests using Pytest to validate your work.
Interact with APIs and SDKs to build command-line tools and HTTP APIs to solve and automate Machine Learning problems.
"
97,Bayesian Statistics: Time Series Analysis,"University of California, Santa Cruz",11,4.5,Intermediate level,"Build models that describe temporal dependencies.
Use R for analysis and forecasting of times series.
Explain stationary time series processes.
"
217,Data Analysis with Tableau,Tableau Learning Partner,22,4.1,Beginner level,"Apply Tableau techniques to manipulate and prepare data for analysis.
Perform exploratory data analysis using Tableau and report insights using descriptive statistics and visualizations.
 Identify the benefits of the analytics feature in Tableau by utilizing this tool versus manually calculating the analytics.
"
343,Essential Design Principles for Tableau,"University of California, Davis",1986,4.4,Beginner level,"Examine and improve an ineffective visualization
 Examine and improve an ineffective visualization
 Apply visualization best practices
 Create and design visualizations that work best for the target audience  
"
544,Linear Algebra: Linear Systems and Matrix Equations,Johns Hopkins University,31,4.7,Beginner level,
683,"Prepare, Clean, Transform, and Load Data using Power BI",Coursera Project Network,543,4.6,Beginner level,"Prepare and Clean Data using Power BI
Transform and Load Data using Power BI
"
664,Practical SAS Programming and Certification Review,SAS,355,4.9,Intermediate level,
779,"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,20,3.5,Advanced level,"Create scalable data pipelines (Hadoop, Spark, Snowflake, Databricks) for efficient data handling.
Optimize data engineering with clustering and scaling to boost performance and resource use.
Build ML solutions (PySpark, MLFlow) on Databricks for seamless model development and deployment.
Implement DataOps and DevOps practices for continuous integration and deployment (CI/CD) of data-driven applications, including automating processes.
"
199,Data Analysis and Interpretation Specialization,Wesleyan University,770,4.5,Beginner level,
705,Python Data Analytics,Meta,23,4.3,Beginner level,
347,Excel Basics for Data Analysis,IBM,7371,4.8,Beginner level,"Display working knowledge of Excel for Data Analysis.
Perform basic spreadsheet tasks including navigation, data entry, and using formulas.
Employ data quality techniques to import and clean data in Excel.
Analyze data in spreadsheets by using filter, sort, look-up functions, as well as pivot tables.
"
588,Machine Learning: Regression,University of Washington,5541,4.8,,
449,How Google does Machine Learning,Google Cloud,7218,4.6,Beginner level,"Describe Vertex AI Platform and how it's used to quickly build, train, and deploy AutoML machine learning models without writing any code
Describe best practices for implementing machine learning on Google Cloud
Leverage Google Cloud tools and environment to do ML
Articulate Responsible AI best practices
"
792,Statistics in Psychological Research,American Psychological Association,12,4.6,Beginner level," Explain ways to categorize variables and describe data.
Describe how graphs are used to visualize data.
Describe the logic of inferential statistics and null hypothesis significance testing.
Select the appropriate inferential test based on criteria.
 Compare and contrast the use of statistical significance, effect size, and confidence intervals.
Explain the importance of statistical power.  
Describe how alternative procedures address the major objections to null hypothesis significance testing.  
"
863,Visual Analytics with Tableau,"University of California, Davis",1814,4.6,Beginner level," Create a chart using Tableau  
 Create dates using calculated fields  
 Customize table calculations  
 Customize and create dual layer maps  
"
796,Structured Query Language (SQL) using SAS,SAS,252,4.9,,
689,Principles of fMRI 1,Johns Hopkins University,812,4.6,Beginner level,
117,Build and Operate Machine Learning Solutions with Azure,Microsoft,45,4.1,Intermediate level,"Learn how to use the Azure Machine Learning Python SDK to create and manage enterprise-ready ML solutions
Work with Data and Computer in Azure Machine Learning
Use the Azure Machine Learning SDK to train a model. Select models and protect sensitive data
Orchestrate pipelines and deploy real-time machine learning services with Azure Machine Learning
"
732,Reinforcement Learning for Trading Strategies,New York Institute of Finance,221,3.6,Intermediate level,"Understand the structure and techniques used in reinforcement learning (RL) strategies.
Understand the benefits of using RL vs. other learning methods.
Describe the steps required to develop and test an RL trading strategy.
Describe the methods used to optimize an RL trading strategy.
"
804,Supply Chain Software Tools,Unilever,0,0.0,Beginner level,
95,Bayesian Statistics: Mixture Models,"University of California, Santa Cruz",48,4.6,Intermediate level,"Explain the basic principles behind the algorithm for fitting a mixture model.
Compute the expectation and variance of a mixture distribution.
Use mixture models to solve classification and clustering problems, and to provide density estimates.
"
245,Data Science Foundations: Statistical Inference Specialization,University of Colorado Boulder,138,4.3,Intermediate level,
406,Generative AI with Vertex AI: Build a customer chatbot,Coursera Project Network,0,0.0,Intermediate level,"Summarize customer support calls.
Classify customer support calls.
Build a simple interactive customer service chatbot that provides information to customers on request.
"
139,COVID19 Data Analysis Using Python,Coursera Project Network,1952,4.5,Intermediate level,"Learn the steps, needed to be taken to prepare your data sources for an analysis
Learn how to look at your data to find a good measure to stablish your analysis based upon 
Learn to visualize the result of your analysis 
"
718,Qlik Sense for Beginners: Analyze and Visualize Data,Coursera Project Network,0,0.0,Intermediate level,"Analyze diverse datasets using tables and charts to extract valuable insights.
Navigate and utilize the features of the Qlik Sense platform effectively.
Conduct comprehensive customer churn analysis to make informed business decisions.
"
398,GenAI For Business Analysis: Fine-Tuning LLMs,Coursera Project Network,0,0.0,Intermediate level,"Prepare training data for fine-tuning GPT models.
Fine-tune GPT models using OpenAI API
Test and evaluate the performance of the fine-tuned model
"
